// voice	text
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c194_boss_long	どうかわたしを、楽しませて…
c194_boss_short	新しいおもちゃかしら？
c194_ctskill	面白いおもちゃね。
c194_death_1	あぁ…そんな…不良品…かしら？
c194_death_2	あっ、ははは…
c194_drive	そろそろ飽きて来たわね。
c194_hit_1	…くっ、生意気な！
c194_hit_2	ううっ！
c194_hit_3	きゃっ…
c194_prskill	もうお疲れ？それじゃあ困りますわ。
c194_skill	うっふふっ。
c194_spa	しっ…野暮なことは言いっこなしですわ。
c194_startbt	やりたい放題やっても、いいのですね？
c194_story1	《何をしても許される存在》…\つまり私の願いは、魔王になることですから。
c194_story2	がっかりですわ、ご主人様。いっそ、\俺が魔王になりたいからだっておっしゃって。
c194_story3	はぁ、困ったわ。 新しいおもちゃを探すのは面倒くさいし…
c194_true1	自分に嘘をつかないで、ご主人様。\欲望の無い存在などいないのですから。
c194_true2	あの悪魔、何を考えているのかしら？訳がわからなくて…素敵ね。しばらくは退屈しないで済みそうだわ♥
c194_true3	正義なんて、つまらないもので自分を抑えつけてどうするの？そんなもの、捨ててしまった方がずっと楽しいわよ？
c194_victory	新しいおもちゃはどこかしら？
c195_boss_long	もう、檻の中に戻るのは嫌っ！
c195_boss_short	自由を奪わないで。
c195_ctskill	頑張ろうね、テロン！
c195_death_1	行きなさい、テロン…
c195_death_2	悲しまないで……
c195_drive	楽園へ……！
c195_hit_1	ああっ！
c195_hit_2	やっ！
c195_hit_3	きゃ！
c195_prskill	一緒に行きましょう！
c195_skill	楽園はどこかしら？
c195_spa	温か～い。テロンも気持ちよさそうね。
c195_startbt	テロン、イイ子ね？食べちゃ駄目よ？
c195_story1	テロンは、お友達は食べないわ。\そうよね、テロン？ふふふ。
c195_story2	テロンはとっても大人しい子よ？\獰猛なだけの野獣とは思わないで。
c195_story3	あなたのおかげで、私とテロンは狭い檻から出て\自由を夢見ることができたのよ。
c195_true1	ふふ、テロンに新しいお友達ができたようね。
c195_true2	一緒に楽園に行かない？
c195_true3	あなたには、私が妄想家に見えるかもね。\でも、私は楽園を信じているの……
c195_victory	楽しみだわ、あなたが見せてくれる楽園が……
c196_boss_long	無礼なヤツには鞭が必要ね。
c196_boss_short	慎みなさい！
c196_ctskill	無礼な。
c196_death_1	顔が汚れる…私を起こして…
c196_death_2	アハッ
c196_drive	立場をわきまえなさい！
c196_hit_1	ふっ…！
c196_hit_2	なっ！
c196_hit_3	まだじゃっ！
c196_prskill	特別に力を使ってやろう。
c196_skill	面白くもない。
c196_spa	私のリンゴを食べたい？後悔するわよ…
c196_startbt	思う存分、楽しみなさい。最初で最後でしょうから…
c196_story1	美人…ですって？\今更分かりきったことを言うでない。
c196_story2	少し厳しく言ったら\泣いてしまったわ。
c196_story3	さっきの事だけど…\私の代わりに叱ってくれたの？
c196_true1	今からお主に仕事を与えよう。\私のリンゴをピカピカに磨いておくように。\顔が映るくらいにな。
c196_true2	悪魔は何のためらいもなくたわ言をいう種族なの？\本当に耳障りな。
c196_true3	私が寂しそうに見える？\ふふ…ある意味そう見えるかもしれないわ。\でも、お主には関係のないこと。
c196_victory	いつまで隠れているつもりだ？
c198_boss_long	ご主人サマ…\この日をどれだけ待ちわびたことか…
c198_boss_short	ああ、ようやくこの日が来たのね…
c198_ctskill	あら、痛かった…？
c198_death_1	…許さないわ。
c198_death_2	…次は、あなたの番よ…？
c198_drive	邪魔はさせないわ…
c198_hit_1	何かした…？
c198_hit_2	鬱陶しい…
c198_hit_3	うっ！
c198_prskill	もっと、もっと、楽しませて…
c198_skill	みつけた。
c198_spa	うふ…もっと、お手入れしてちょうだい。\あなたの、一番の武器でいられるように…
c198_startbt	どこに隠れたのかしら…
c198_story1	当然、特別扱いしてもらわないと。\私はご主人サマの、大事な懐刀なんだから…
c198_story2	ふふ…そうやって、\ぷるぷる震えながら突っぱねようとするところが、\また可愛いのよね…\食べちゃいたくなるわ…
c198_story3	だけど、気を付けて？最後に誰を傷つけるか…\それを知る事は出来ないから…
c198_true1	うふ…もう大丈夫よ…\痛いことなんてしないから。\…なんて、ウソだけど…
c198_true2	何も怖くないわ…\私を信じてちょうだい…\…なんて、信じる方がおかしいわよね…
c198_true3	ご主人サマの心の中が見てみたいわ…\丸飲みして、ゆーっくり消化していけば、\すべてわかるかしら、ね？\うふ、冗談よ、冗談…
c198_victory	…つまらないわ…\行きましょう、ご主人サマ。
c199_boss_long	あたしに会いに来てくれたの？
c199_boss_short	いらっしゃ～い。
c199_ctskill	びっくりした？
c199_death_1	悪魔さん、ごめんなさ～い。
c199_death_2	うへへへへ～ん。
c199_drive	助けてあげるね！
c199_hit_1	ふえーん。
c199_hit_2	いやんっ！
c199_hit_3	ううんっ！
c199_prskill	うふふふふっ
c199_skill	キラキラ～
c199_spa	あったか～い。
c199_startbt	こんにちはー、元気？
c199_story1	キラキラして可愛いじゃない？
c199_story2	悪魔さん。キラキラしたあたしって、本当に可愛い？
c199_story3	ホントにホントにだーいすき！悪魔さん！
c199_true1	好きなの。悪魔さんにはあたしの気持ち、わからないよね？
c199_true2	見ているだけでも嬉しいの。いつまでも一緒にいたいな。
c199_true3	とってもとっても大好きよ！悪魔さん！
c199_victory	おめでとう、悪魔さん！
c200_boss_long	誰にも真実は隠せません！
c200_boss_short	真実はひとつです！
c200_ctskill	弱点発見！
c200_death_1	真実はいつも残酷です。
c200_death_2	うぬ～…
c200_drive	真実を明らかにしてみせます！
c200_hit_1	きゃっ！
c200_hit_2	うぐっ！
c200_hit_3	痛いっ！
c200_prskill	トリックは通じませんわ！
c200_skill	怪しい…
c200_spa	眼鏡が曇ってしまいました。これだから温泉は…
c200_startbt	ピースをはめてみましょうか？
c200_story1	自分が犯した罪は隠しきれませんわ。
c200_story2	真実は必ず明らかになる。\もうアナタの時代は終わりです。
c200_story3	アナタがどれだけ邪魔をしても\彼女たちは自分たちの仕事をやり遂げます。
c200_true1	怪しいトリックで真実を隠せるとでも\思ったのですか？
c200_true2	愚かなフリを演じている悪魔だと思いましたが…\ただの愚かな悪魔でしたね。
c200_true3	アナタもいつかは真実に向き合う時が来るでしょう。その真実をどう受け止めるか、\それはアナタ次第です。
c200_victory	真実が見えてきましたか？
c202_boss_long	結果は見なくてもわかるだろ？
c202_boss_short	賭けてみるか？
c202_ctskill	全弾行くぜ！
c202_death_1	こんな結末はごめんだよ……
c202_death_2	何かの間違いだろ…？
c202_drive	行けるとこまで行ってやる！
c202_hit_1	うわっ！
c202_hit_2	びっくりしたじゃねえか！
c202_hit_3	くっ！
c202_prskill	狙ってやろうじゃねえの！
c202_skill	バキューン！
c202_spa	ふああああ～…\極楽極楽…ってやつだな…
c202_startbt	どんどん行くぜ！おりゃああ！
c202_story1	おいおい、家出した娘を見つけた親父みたいな顔してるな。
c202_story2	けど、心配しなくても大丈夫だよ。\復讐も波に乗らないとできないもんだからな。
c202_story3	わかり切った結果が、本当に変わるのか。\もうひと勝負と行きますか！
c202_true1	あたしも割とツイてたはずなんだぜ？\賭けに負けたのは、あれが初めてだ。
c202_true2	ロシアンルーレットでもやるか？\もちろん、実弾入りでな！
c202_true3	定められた運命を変えられるか？\そんなの、不可能に決まってる。\…けど、そうじゃないって言うなら、\勝負してみようぜ？
c202_victory	はっはーん、当然の結果だなあ。
c205_boss_long	えっ？まさか僕がボス？悪党は嫌いだよ…
c205_boss_short	僕と…戦うの？
c205_ctskill	ちちんぷいぷい！
c205_death_1	僕、お家に帰る！
c205_death_2	お、お兄ちゃん…助けて…
c205_drive	アブラカダブラー！
c205_hit_1	ママー！
c205_hit_2	痛いっ！
c205_hit_3	やめてっ！
c205_prskill	ケセランパサラン！
c205_skill	えいっ！
c205_spa	すっごい水しぶき！
c205_startbt	ゲームスタート！
c205_story1	僕を捕まえてごらん！\もっとオモシロいもの見せてあげる！
c205_story2	うわー、こわ～い。
c205_story3	僕はお兄ちゃんと遊びたいの！
c205_true1	うー、文句ばっか。
c205_true2	また怒ってる？そんなに怒るとブスになるよー。
c205_true3	遊んで！遊んで～！遊んでくれなきゃ…呪っちゃうからね！
c205_victory	よし！次のステージにレッツゴー！
c208_boss_long	かかって来い！力の限り相手してやる！
c208_boss_short	少年、かかって来い！
c208_ctskill	かかって来い！
c208_death_1	必ず戻ってくる！
c208_death_2	ぐは～～～
c208_drive	ファイロフィニッシュ！
c208_hit_1	くっ…
c208_hit_2	っぐ！
c208_hit_3	ぐふっ！
c208_prskill	ファイロアタック！
c208_skill	パパパパーン！
c208_spa	う、そんなまさか。混浴、だと！？\目の置き場が…！
c208_startbt	よし、ついに俺の番だ！ついて来い！
c208_story1	だ、大丈夫だ！このくらい、なんともない！\俺がこの程度の傷でやられると思ってるのか！
c208_story2	俺をもっと強くしてくれ！\オマエが呼べばどこにでもついて行く！
c208_story3	そうだ、これこそ俺の真の姿！\もっと称えろ！この身に相応しい賛辞を！
c208_true1	もっと華麗に、この身にふさわしい力を…！
c208_true2	精神統一！\俺を強くする魔法の言葉！
c208_true3	俺を越えられるのは俺自身！\俺にもっと力を！\熱き血は裏切らない！
c208_victory	この身に不可能などない！
c209_boss_long	い、今目が合った…まさか私のことが…？
c209_boss_short	私に興味ある？
c209_ctskill	どこに逃げる気？
c209_death_1	バッドエンディング…ね。
c209_death_2	いや～～～
c209_drive	何よ、その視線。
c209_hit_1	しつこい！
c209_hit_2	くっ！
c209_hit_3	ん、もう！
c209_prskill	邪魔しないでどいて！
c209_skill	順序を守ってください！
c209_spa	もし眠ってしまったら起こしてね？
c209_startbt	さ、新しい物語を始めましょうか？
c209_story1	彼氏？彼女？みんな呪われてしまえっ！
c209_story2	文学少女が夢見る妄想家って当然の事でしょう？\それがそんなに悪いことなの…？
c209_story3	アナタよりももっと強い主人に\してみせるわ！
c209_true1	こっちをチラチラ見て…私に恋してるのかしら？
c209_true2	うぅ、これ以上ダメ男にだまされたりしないわ！今度こそ本当よ…
c209_true3	ふん！男ってみんな一緒ね！ぜーんぶ同じよ！騙されるとでも思って？…絶対に騙されないんだから。
c209_victory	有終の美よ。
c210_boss_long	その勇気だけは称えてやろう。
c210_boss_short	勢いだけか。
c210_ctskill	ひざまずけ！
c210_death_1	簡単に王座を譲るとでも思っているのか！？
c210_death_2	私は滅びん…
c210_drive	奈落を見せてやろう！
c210_hit_1	くっ！
c210_hit_2	ぬっ！
c210_hit_3	ぐぁっ！
c210_prskill	これこそ王の力だ！
c210_skill	生意気な…！
c210_spa	魔王の体を盗み見るとは！お前は処刑だ！
c210_startbt	魔王の休息を邪魔するのはどいつだ！
c210_story1	本当に変わってしまった。\昔の戦はこんなものではなかったのに…
c210_story2	こんなふざけたヤツが\王座を狙っていようとは…
c210_story3	王座はお前に譲り渡そう。
c210_true1	近頃の若い悪魔は根性がない。
c210_true2	私の王冠には重みがある。その空っぽの頭に\かぶせる価値などない。
c210_true3	時代が変われば王も変わる。\ついに私の出る番か…
c210_victory	これで思い知ったか、魔王の力を…
c214_10_boss_long	運命のルーレットを回そうか、\どちらが正義なのか。
c214_10_boss_short	ここ一番の大勝負！
c214_10_ctskill	私を甘く見ていたようね。
c214_10_death_1	ああ、そうか…\私は、賭けに負けたのね…
c214_10_death_2	うわぁ～っ！
c214_10_drive	幸運の女神が微笑んでいるわ。
c214_10_hit_1	うっ！
c214_10_hit_2	うあうっ！
c214_10_hit_3	うっぐっ！
c214_10_prskill	勝利をこの手に！
c214_10_skill	賽は投げられた。
c214_10_spa	ふ～…悪くないわね。
c214_10_startbt	賭けを始めよう。\賭け金は、互いの命だ。
c214_10_story1	まったく、騒がしい小娘だね。\鈴でも鳴らすみたいなそのキンキン声、頭が痛いわ。
c214_10_story2	呆れたヤツね。勝算が見えない状況だというのに、\いつまで無駄な足掻きをするつもりなの？
c214_10_story3	お前は…本当に魔王になるつもりがあるのか？
c214_10_true1	成果を上げない者に…\生きてる価値など、ない。
c214_10_true2	大事なのは手段ではなく結果よ。
c214_10_true3	もっと力が欲しい…\確実に勝つための。
c214_10_victory	ツキが向いてきたようね。
c214_boss_long	運命のルーレットを回そうか、どちらが正義なのか。
c214_boss_short	ここ一番の大勝負！
c214_ctskill	私を甘く見たようだな。
c214_death_1	ああ、そうか…私は、賭けに負けたのだな…
c214_death_2	ぐぉぉぉ、ぬおぉおおおお。
c214_drive	幸運の女神が微笑んでいる。
c214_hit_1	ぐうっ。
c214_hit_2	がふっ！
c214_hit_3	うぐっふっ。
c214_prskill	勝利をこの手に！
c214_skill	賽は投げられた。
c214_spa	ふむ…悪くない。
c214_startbt	賭けを始めよう。賭け金はお互いの命だ。
c214_story1	まったく、騒がしい小娘だ。\鈴でも鳴らすみたいなそのキンキン声、頭痛がする。
c214_story2	呆れたヤツだ。勝算が見えない状況だというのに、\いつまで無駄な足掻きをするつもりだ？
c214_story3	…お前は、本当に魔王になるつもりがあるのか？
c214_true1	成果を上げない者に生きてる価値など、ない。
c214_true2	大事なのは手段ではなく結果だ。
c214_true3	もっと力が欲しい…確実に勝つために。
c214_victory	ツキが向いてきたようだな。
c216_boss_long	あたしに会っちゃうなんて…お月様の気まぐれかしら？
c216_boss_short	あらーここまで来ちゃったのねー
c216_ctskill	痛いよ～！
c216_death_1	逃げるチャ～ンス！じゃぁねー！
c216_death_2	ううっ…へっ…意外とやるじゃない…
c216_drive	これで、お～しまいっ！
c216_hit_1	いったーい！
c216_hit_2	何すんのー！
c216_hit_3	にゃ～！
c216_prskill	楽しいでしょー？
c216_skill	きゃはは！
c216_spa	はー気持ちいい。\帰るのやめようかなー
c216_startbt	今度はあなたがオニなのー？
c216_story1	探しに来てくれてありがと～\ニャンコちゃんに、ごほうびあげなくっちゃね～
c216_story2	問題です！\《朝は4本足、昼は2本足、\夜は3本足で歩く動物は！？》
c216_story3	こんな月夜に、家に引きこもってるほうがもったいないじゃん。
c216_true1	目的地なんて決めないほうが、ずっと楽しいー！
c216_true2	ホント、しつこいニャンコちゃんね。
c216_true3	そこまで本音を言うなら…\もっと本気でいたずらしちゃおっかな！
c216_victory	えー！まだまだ、これからでしょ？
c220_boss_long	全力で向かって来なさい！
c220_boss_short	思いっきりね！
c220_ctskill	私の番よ！
c220_death_1	大丈夫。また挑戦すればいいから…！
c220_death_2	うぐぐ…くはっ…
c220_drive	スマッシュ！
c220_hit_1	あっ！
c220_hit_2	きゃ～！
c220_hit_3	負けないわ！
c220_prskill	負けないよ！
c220_skill	行くよっ！
c220_spa	運動の後の温泉って最高！で、その次はまた運動！
c220_startbt	甘くみないでよね！
c220_story1	いいわ、そういうことね。\私を甘くみないでよ、最弱さん。
c220_story2	あー、汗を流すと気持ちいい。
c220_story3	言ってみて、最弱さん。あなたの夢ってないの？\やりたいことはないの？
c220_true1	本当に気に喰わない。そのボーっとした目つき！
c220_true2	一緒に前に進もう。ここで止まるわけにはいかない！
c220_true3	やりたいことがないから魔王になるとか…\もう、手伝ってあげればいいんでしょ！
c220_victory	いい戦いだったわ。そうでしょ？
c221_boss_long	今からこのヤナが相手をする！
c221_boss_short	私を呼んだか？
c221_ctskill	消えろ。
c221_death_1	ついにこの日が来た…
c221_death_2	死して屍、拾う者無し…
c221_drive	浄化してやる！
c221_hit_1	気を抜いたな…！
c221_hit_2	ぐっ！
c221_hit_3	チッ！
c221_prskill	誰でも来い。
c221_skill	受け取れ。
c221_spa	いつどこでも全力で楽しむこと。\戦士の基本だ。
c221_startbt	みな気を引きしめろっ！気を抜くな！
c221_story1	お前が私を侮辱し、得るものはなんだ？
c221_story2	綺麗な月だ。こういう日は右手が痛くなる。\…なぜだろう。
c221_story3	重要なのは、私が嫌いな私の過去の姿を\全く関係のないお前が相手にしているという事だ。
c221_true1	お前は本当に厄介な子供のようだ。\…嫌というわけではない。
c221_true2	魔王争奪戦か…本当に巻き込まれるとは。\こんな事、一生無いと思ってたのに…
c221_true3	契約者の記憶では妄想をからかわれるのは気に入らなかったが…\お前の力で降臨した身。\新しい体をくれた恩は必ず返す。
c221_victory	フフフ、勝った。
c222_boss_long	私に勝ちたいなら一番大切なものを捧げるがいい。
c222_boss_short	オマエの価値はいくらだ？
c222_ctskill	浅はかね
c222_death_1	この体に傷をつけるなんて…！
c222_death_2	ああ～～～～～っ！
c222_drive	オマエの命を買ってやる。
c222_hit_1	よくも…！
c222_hit_2	んんっ！
c222_hit_3	ああっ
c222_prskill	勝利は私のもの。
c222_skill	ふん！
c222_spa	そろそろ、飽きて来たわ…
c222_startbt	この安っぽい奴を相手にしろと？
c222_story1	こんな貧乏人と契約を交わすべきではなかったわ。
c222_story2	この私こそ、一番黄金が似合う高貴な存在。
c222_story3	言い訳など聞きたくない。\大切な金を台無しにしたその償いはしてもらおう。
c222_true1	お金どころか、そこらへんの石ころも、\オマエにはもったいない。
c222_true2	私が本当に求めているものが何か分かるか？
c222_true3	華麗で強く、永遠に光輝く物…\それこそが私の理想。
c222_victory	金の粉でも振りまいたらどうだ？
c225_boss_long	おっと、招かざる客のおでましだー。
c225_boss_short	あー、ボクのタイプじゃない。
c225_ctskill	よしっ！
c225_death_1	こんな終わり方、嫌だ…
c225_death_2	プレゼント…まだもらってないじゃんか……
c225_drive	よそ見しないで！
c225_hit_1	うっ！
c225_hit_2	ぐふっ！
c225_hit_3	痛ってーな！
c225_prskill	今度は本当に行くよ？
c225_skill	勝手によけてねー。
c225_spa	えーっと、女湯はどこかなー？
c225_startbt	スリルを味わってみる？
c225_story1	心配しなくてもいいよ、お兄さん。\盗みたくても盗むものがないんだからー
c225_story2	モナさーん、マヌケなご主人様と無神経なこの女は\放っておいてボクたちだけでデートしようよー
c225_story3	もっとポジティブに考えよー\サンタの格好さえすれば、それっぽくなるって。
c225_true1	ボーっとしないでよね。いつポケットを探るか分からないよー
c225_true2	退屈なのは飽き飽きだよ。一緒にスリルを楽しもっ！
c225_true3	もう昔のご主人様を探すのにも飽きたし…\ここに居座ろうかなー？
c225_victory	楽しいね！お兄さんもそうでしょ？
c227_boss_long	よく来たな、その勇気は褒めてやる。
c227_boss_short	ブタ箱にブチ込んでやる。
c227_ctskill	Freeze！
c227_death_1	ふん…こんなところで倒れることになるとはな…
c227_death_2	あの子を…よろしく頼む…
c227_drive	鬼ごっこはおしまいだ。
c227_hit_1	くうっ…
c227_hit_2	こんなもので…
c227_hit_3	まだまだっ！
c227_prskill	そろそろ終わらせるか。
c227_skill	大人しく投降しろ。
c227_spa	なんだ？風呂に入る時くらいサングラスを外す…\そんなにじろじろ見るほど、物珍しいか？
c227_startbt	情状酌量は認めんぞ？
c227_story1	おお、そう言われて怒るってことは…\いざって時、逃げ出さない男だっていうのかい？
c227_story2	ふうむ…\意外と決断力もあり、人命を優先する、か。
c227_story3	チャイルドたちに評判の理由、\お前をしばらく観察していて分かった気がするぞ。
c227_true1	なんだ？今からパトロールに行くんだが…
c227_true2	勇気を持て。凶悪な犯罪に立ち向かえるのは\オレたちだけだ！命に代えても守りたいものがあるなら、足を止めるな！
c227_true3	すでに背中はお前に預けた。お前の信じる正義についていこう。\さあ。指示をくれ、ボス！
c227_victory	事件解決だな。
c229_boss_long	貴方が来ることは知っていました。準備は万全ですよ！
c229_boss_short	私が勝つ確率…99.9%！
c229_ctskill	これで勝てるはずです！
c229_death_1	うう…情報戦に…負けました…
c229_death_2	こ、こんなに強いなんて…\私の情報にはなかったです…
c229_drive	一撃必殺です！
c229_hit_1	うわーん！
c229_hit_2	痛い！
c229_hit_3	聞いてないよー！
c229_prskill	あなたの弱点、お見通しです！
c229_skill	攻撃いたします！
c229_spa	こ、ここは男子禁制！\という情報は聞いていませんか！？
c229_startbt	弱点は全て把握しました。
c229_story1	お客様、情報料はお支払いくださいませんと。
c229_story2	お客様にとれたての情報をお伝えしようと\思いまして！
c229_story3	お金ならいくらでもあります、お客様！\足りなかったら出前を追加しますよ？
c229_true1	情報屋ブラウニーにお任せ下さい！\どんな情報でも手に入れてご覧にいれます！
c229_true2	情報を軽く見ないでください。\使い方次第で戦況さえ、いとも簡単にひっくり\返せるんですよ♪
c229_true3	お客様はお得意様ですから、特別割引価格で取れたての情報を提供しちゃいます！\さらなるご利用で、驚きのサービスがありますよぉ♪今後とも、ご贔屓に♪
c229_victory	お客様の勝利、色々なツテに流さないと♪
c230_boss_long	力の限り戦おう！ライバルよ！
c230_boss_short	相応しい相手に出会えたな。
c230_ctskill	容赦しない！
c230_death_1	これが私の運命か…
c230_death_2	きゃあぁ～っ！
c230_drive	運命の呪い！
c230_hit_1	ぐわっ！
c230_hit_2	うわっ！
c230_hit_3	左目が疼く…
c230_prskill	闇の絶叫！
c230_skill	うりゃ！
c230_spa	場所は選ばない。いくらでもかかってこい！
c230_startbt	運命を受け入れる準備はできているか？
c230_story1	でもすぐに…その仮面を外す日が来る、悪魔よ。
c230_story2	フフ…ついに結論を出すときが来たのか？
c230_story3	地獄の安息を…
c230_true1	オマエは私の相手ではない。
c230_true2	左目の秘密に気がついたのか？
c230_true3	オマエを助けるのは今回だけだ。次からは自分の力で戦え！
c230_victory	白熱した戦いだった。
c232_boss_long	ダフネと一緒にお散歩しよ★
c232_boss_short	いいお天気だと、\心もお天気になるんだぁ♪
c232_ctskill	呼んだ～？
c232_death_1	うう…なんてことするのよぉ～
c232_death_2	あはは…\なんでこんなことになっちゃったんだろ…
c232_drive	ねえねえ、あそぼー★
c232_hit_1	やだー！
c232_hit_2	あらー★
c232_hit_3	ひっどーい♪
c232_prskill	お散歩のお時間っと♪
c232_skill	ここはどこー？
c232_spa	温泉、きもちいーなぁ。\ねえ悪魔さん、ダフネ、悪魔さんのこと…
c232_startbt	ダフネ、参上～★
c232_story1	すっきり爽やかレモネードに、サンドイッチも\用意して…。みんなでピクニックに\行きましょ♪
c232_story2	どれだけ手を伸ばしても、幸せは指先を\すり抜けちゃう…\ダフネの旅、いつ終わるんだろ？
c232_story3	それ、ぜーんぶダフネにちょーだい♪
c232_true1	おしゃべり悪魔さん、もっとはっきり言って\ほしいな。風の音で聞こえないんだもの★
c232_true2	今ね、ダフネを生み出したあの子の声が\聞こえたんだぁ～♪
c232_true3	大丈夫だよぉ、あなたの話はちゃんと聞いてる\からぁ★ちゃんと答えるから、もう少し待っててほしいの。
c232_victory	ふふっ、とってもいい気分★
c233_boss_long	ビックリ！こ、こんにちはー！
c233_boss_short	ビックリ！
c233_ctskill	ちょっと痛いかも。
c233_death_1	やっぱり戦いは嫌い…
c233_death_2	へへへ…負けちゃいました…
c233_drive	逃げちゃダメよ！
c233_hit_1	おっと！
c233_hit_2	きゃっ！
c233_hit_3	怒りますよ！
c233_prskill	今度はビリビリッ？
c233_skill	ビリビリッ！
c233_spa	へへっ…大人しくしててね。
c233_startbt	う、上手くいくかな？
c233_story1	ご主人様～
c233_story2	ご主人様に告白したいことがあって。
c233_story3	私の願いは…願いは…
c233_true1	怒らないで、ご主人様。へへっ。
c233_true2	ご主人様ともっと…仲良くなりたい。どう思う？
c233_true3	きゃっ！ごめんね、ご主人様！\許してくれるよね？てへっ！
c233_victory	へへっ、私、すごいでしょ？
c234_10_boss_long	挑戦者よ！お前の意思を示せ！
c234_10_boss_short	来い！挑戦者よ！
c234_10_ctskill	弱すぎる！
c234_10_death_1	ここで止まったら挑戦者とは言えない…
c234_10_death_2	夢半ばで終わるのか…
c234_10_drive	前へ進め！
c234_10_hit_1	くっ…
c234_10_hit_2	ぐおっ！
c234_10_hit_3	くそぉっ！
c234_10_prskill	意志を見せろ！
c234_10_skill	ハハハ！
c234_10_spa	冷めていた心に、再び情熱がこみ上げてくる\気分だ。
c234_10_startbt	興味の湧く挑戦だ！
c234_10_story1	優柔不断な子狐のせいで俺の課業を邪魔されるわけにはいかない。
c234_10_story2	ハハ！挑戦する者の宿命なんてそんなものだ。
c234_10_story3	お前の挑戦だ。俺が介入するものではない。
c234_10_true1	俺は俺の道を行く。お前も自分の道を切り開け！
c234_10_true2	2つの道はいつか1つに交わる。
c234_10_true3	全ての課業をこなしたら？そうだな…その時はお前を助けよう。\それこそが真の課業だ。
c234_10_victory	課業の達成もそう遠くはない。
c234_boss_long	挑戦者よ！お前の意思を示せ！
c234_boss_short	来い！挑戦者よ！
c234_ctskill	弱すぎる！
c234_death_1	ここで止まったら挑戦者とは言えない…
c234_death_2	夢半ばで終わるのか…
c234_drive	前へ進め！
c234_hit_1	くっ…
c234_hit_2	ぐおっ！
c234_hit_3	くそぉっ！
c234_prskill	意志を見せろ！
c234_skill	ハハハ！
c234_spa	冷めていた心に、再び情熱がこみ上げてくる\気分だ。
c234_startbt	興味の湧く挑戦だ！
c234_story1	優柔不断な子狐のせいで俺の課業を邪魔されるわけにはいかない。
c234_story2	ハハ！挑戦する者の宿命なんてそんなものだ。
c234_story3	お前の挑戦だ。俺が介入するものではない。
c234_true1	俺は俺の道を行く。お前も自分の道を切り開け！
c234_true2	2つの道はいつか1つに交わる。
c234_true3	全ての課業をこなしたら？そうだな…その時はお前を助けよう。\それこそが真の課業だ。
c234_victory	課業の達成もそう遠くはない。
c235_boss_long	アンタの顔、本当にムカつく！
c235_boss_short	ムカつくヤツね！
c235_ctskill	ふん！くだらない…
c235_death_1	家に帰る時は頭に気をつけなさい！
c235_death_2	だ～～～っ！！
c235_drive	一発で終わらせるよ！
c235_hit_1	何よ。
c235_hit_2	うわああっ！
c235_hit_3	くはっ！
c235_prskill	それで勝てると思ってるの？
c235_skill	みくびらないで！
c235_spa	見た？見たの？\まさか本当に見たわけじゃないわよね。
c235_startbt	ぐずぐずしてないでかかって来なさい！
c235_story1	証拠隠滅しただけでしょ。\なんか文句ある？
c235_story2	《運命の赤い糸》？何、昼ドラみたいなことしてんのよ？\こんなの邪魔よ。
c235_story3	もう、うるさいわね！ただの糸でしょ！\そんなに一緒にいたいなら手錠でもかけたらどう？
c235_true1	どいつもこいつも、どうして私をイラつかせるの？ムカつく…
c235_true2	魔王？アンタが魔王になるって？へー、魔王って\この世で一番バカでマヌケな悪魔のことだっけ？
c235_true3	誰に向かって部下だって？\魔王になってから言いなさいよ！\好き勝手やるのはそれからよ！
c235_victory	私のおかげで命拾いしたと思いなさい。
c238_boss_long	どうもー！魔王候補の皆さん！\先輩たちが応援に来たわよ♪
c238_boss_short	トリック オア トリート！
c238_ctskill	醒めない夢を見せてあげる…♪
c238_death_1	あらら…ちょっと遊びすぎたかしらぁ…
c238_death_2	年には勝てないのかしらぁ…
c238_drive	可愛い弟子の頼みなら！
c238_hit_1	いたっ
c238_hit_2	やるわねー
c238_hit_3	うわっ！
c238_prskill	年上は敬いなさい！
c238_skill	パーティータイム！
c238_spa	あいたたた…腰と足が…もう限界…\おっと、見てるんならここ、\揉んでちょうだい！
c238_startbt	さあ、歌い踊りましょう！
c238_story1	あのね。ルシフェロの奴が千年早く引退してたら\あんたみたいな半端な悪魔はとっくに脱落してたわ。
c238_story2	あら、迎えに来てくれたの？\イイコイイコしてあげる♥\生意気な小童だと思ってたけどなつかれると\可愛いものね♥
c238_story3	ま、いいわ。あんたがもし魔王になったら\あたしがお祝いに歌って踊って、パーティを\盛り上げてあげる！\天使も悪魔も、楽しい時には歌を歌うのよ！
c238_true1	人間界って思ってたより楽しいところね！\もう少し遊んでいこうかしら。
c238_true2	アリルもティフォンも、実はとても可愛いのよ。\時々面倒くさいけどね。あんたのことも、\可愛い弟子だと思ってるわよ。
c238_true3	ねえ、魔界の夜を覚えている？\真っ暗で、寂しくて。歌って踊ってないとやってられないくらいつまらない所よ。\でもここの夜は楽しくて歌っちゃう♪なんでかしら？
c238_victory	勝って当然♪祝勝会といきましょう！
c244_boss_long	始めましょう！
c244_boss_short	始めましょう！
c244_ctskill	はっ！
c244_death_1	はぁっ、はぁっ、はぁっ、はぁっ…
c244_death_2	はあああ～っ！
c244_drive	百裂脚！
c244_hit_1	はっ！
c244_hit_2	くっ！
